visit_date,name,dob
15/07/2016,Doris Wilson,28/06/1996
15/07/2016,Lora Emerald,30/06/1996
15/07/2016,Felicia Preece,09/07/1996
15/07/2016,Robert Hovermale,22/07/1996
15/07/2016,Paul Ollendick,25/07/1996
15/07/2016,Myra Segura,28/07/1996
15/07/2016,Debbie Kern,06/08/1996
15/07/2016,Leroy Smith,09/08/1996
15/07/2016,Lucia Davis,22/08/1996
15/07/2016,Cynthia Allen,29/08/1996
15/07/2016,Leroy Gennaro,30/08/1996
15/07/2016,Sammy Fox,31/08/1996
15/07/2016,Arthur Freund,07/09/1996
15/07/2016,Keith Hayward,09/09/1996
15/07/2016,Lisa Clark,22/09/1996
15/07/2016,Rhonda Hammond,26/09/1996
15/07/2016,Benjamin Kave,01/10/1996
15/07/2016,Jenni Ager,01/10/1996
15/07/2016,Sanford Huffman,02/10/1996
15/07/2016,Jason Shepard,09/10/1996
15/07/2016,Juan Chandler,22/10/1996
15/07/2016,Alan Shoemake,28/10/1996
15/07/2016,Irma Tseng,03/11/1996
15/07/2016,Shawn Niebaum,06/11/1996
15/07/2016,Judy Livingston,10/11/1996
15/07/2016,Evalyn Kenney,14/11/1996
15/07/2016,Susan Medina,17/11/1996
15/07/2016,James Jensen,20/11/1996
15/07/2016,Christine Victoria,26/11/1996
15/07/2016,Owen Wessel,04/12/1996
15/07/2016,Marcus Cox,05/12/1996
15/07/2016,Dan Saunders,06/12/1996
15/07/2016,Joshua Custer,21/12/1996
15/07/2016,Patrick Meehan,22/12/1996
15/07/2016,Ivan Sundby,23/12/1996
15/07/2016,Mario Heilmann,30/12/1996
15/07/2016,William Bench,04/01/1997
15/07/2016,Sean Cole,05/01/1997
15/07/2016,Gerry Jenkins,06/01/1997
15/07/2016,Homer Castro,10/01/1997
15/07/2016,Hector Selman,20/01/1997
15/07/2016,Earl Weber,24/01/1997
15/07/2016,Jimmy Figueroa,09/02/1997
15/07/2016,Pamela Saltzman,06/03/1997
15/07/2016,Leslie Casey,07/03/1997
15/07/2016,Bryant Ahearn,08/03/1997
15/07/2016,Bonnie Mitchell,12/03/1997
15/07/2016,Thomas Kim,19/03/1997
15/07/2016,Robin Wilson,22/03/1997
15/07/2016,Shanae Platt,24/03/1997
15/07/2016,Shirley Saucedo,02/04/1997
15/07/2016,Thomas Mann,05/04/1997
15/07/2016,Keith Bowers,06/04/1997
15/07/2016,Jeanette Stupar,10/04/1997
15/07/2016,Roger Williams,10/04/1997
15/07/2016,Melissa Balser,11/04/1997
15/07/2016,Dwight Roland,12/04/1997
15/07/2016,Ethel Gordon,16/04/1997
15/07/2016,Wade Hernandez,19/04/1997
15/07/2016,Willis Stewart,21/04/1997
15/07/2016,Sandra Gavenda,24/04/1997
15/07/2016,Jack Hawkins,30/04/1997
15/07/2016,Andres Burns,06/05/1997
15/07/2016,Brad Friedman,06/05/1997
15/07/2016,Evelyn Garcia,11/05/1997
15/07/2016,Charles Crandall,12/05/1997
15/07/2016,Donald Ortiz,22/05/1997
15/07/2016,Lisa Gustavson,22/05/1997
15/07/2016,Bruce Killeen,23/05/1997
15/07/2016,Ada Tejeda,24/05/1997
15/07/2016,Amy Soto,28/05/1997
15/07/2016,Eva Mulder,28/05/1997
15/07/2016,Alicia Turnage,02/06/1997
15/07/2016,Christopher Mather,02/06/1997
15/07/2016,Joseph Franklin,08/06/1997
15/07/2016,German Gallian,12/06/1997
15/07/2016,Kellie Florio,13/06/1997
15/07/2016,Fred Barnette,19/06/1997
15/07/2016,Benjamin Collins,25/06/1997
15/07/2016,Russell Jordan,11/07/1997
15/07/2016,Morris Thompson,18/07/1997
15/07/2016,Frank Figueroa,23/07/1997
15/07/2016,Laura Ortiz,23/07/1997
15/07/2016,Lucia Burkett,30/07/1997
15/07/2016,Barbara Grams,03/08/1997
15/07/2016,Raymond Shannon,06/08/1997
15/07/2016,Kenneth Towns,16/08/1997
15/07/2016,Mary Hill,19/08/1997
15/07/2016,Florence Narain,21/08/1997
15/07/2016,Heather Baxter,21/08/1997
15/07/2016,Donald Reddout,29/08/1997
15/07/2016,Isreal Jones,05/09/1997
15/07/2016,Melissa Cashman,16/09/1997
15/07/2016,Alice Seidel,18/09/1997
15/07/2016,Donna Dengler,25/10/1997
15/07/2016,Ramon Copper,12/11/1997
15/07/2016,Nancy Simoneavd,11/12/1997
16/07/2016,Gary Mullis,27/11/1989
16/07/2016,Sharon Davis,18/10/1990
16/07/2016,Amanda Carnes,12/10/1991
16/07/2016,Spencer Spencer,13/10/1991
16/07/2016,Stacy Judd,02/06/1992
16/07/2016,Roberta Miller,25/06/1992
16/07/2016,Juan Goodnight,17/08/1992
16/07/2016,Simon Hendricks,23/09/1992
16/07/2016,Darrell Wilson,19/01/1993
16/07/2016,William Rasmussen,17/03/1993
16/07/2016,James Young,24/03/1993
16/07/2016,Robert Shepherd,30/03/1993
16/07/2016,Michael Mcbride,26/04/1993
16/07/2016,Dale Kirkwood,22/05/1993
16/07/2016,Patricia Whitley,08/06/1993
16/07/2016,Judith Sanders,26/08/1993
16/07/2016,Ray Martin,29/08/1993
16/07/2016,Chris Macmillan,01/09/1993
16/07/2016,Debora Dukes,23/11/1993
16/07/2016,Vanessa Aguilar,10/12/1993
16/07/2016,Joshua Heimsness,12/12/1993
16/07/2016,Stephen Diggins,18/01/1994
16/07/2016,Mary Laura,09/04/1994
16/07/2016,Maria Troutman,25/04/1994
16/07/2016,Franklin Olson,29/04/1994
16/07/2016,Nick Cropsey,04/05/1994
16/07/2016,Domingo Banks,12/06/1994
16/07/2016,Carey Hamilton,10/07/1994
16/07/2016,Debbie Mcneil,12/07/1994
16/07/2016,Victoria Moak,16/07/1994
16/07/2016,Tabitha Bower,21/08/1994
16/07/2016,Marcellus Hau,24/08/1994
16/07/2016,Janice Mcnatt,28/08/1994
16/07/2016,Emelda Clay,29/08/1994
16/07/2016,Joann Dimick,09/10/1994
16/07/2016,Nancy Castle,16/11/1994
16/07/2016,Dong Brett,17/11/1994
16/07/2016,Peter Giannetti,18/11/1994
16/07/2016,Isreal Mathis,23/11/1994
16/07/2016,Manuela Hines,06/12/1994
16/07/2016,Claudia Hughes,13/12/1994
16/07/2016,Barbara Mchale,19/12/1994
16/07/2016,Carl Dowling,09/01/1995
16/07/2016,Brenda Mathis,15/01/1995
16/07/2016,Laura Buchwald,06/04/1995
16/07/2016,Nathaniel Irving,18/04/1995
16/07/2016,Yvette Vasquez,05/05/1995
16/07/2016,Byron Wafford,21/05/1995
16/07/2016,Walter Chesnutt,24/05/1995
16/07/2016,Nicholas Lewis,04/06/1995
16/07/2016,Karla Breaux,10/07/1995
16/07/2016,Patrick Kerley,13/07/1995
16/07/2016,Deborah Rosenfeld,14/07/1995
16/07/2016,Robert Haine,14/07/1995
16/07/2016,Douglas Medina,19/07/1995
16/07/2016,Tara Gonzalez,23/07/1995
16/07/2016,Margaret Magallanes,07/08/1995
16/07/2016,Thomas Cole,11/08/1995
16/07/2016,Monica Loureiro,24/08/1995
16/07/2016,Peter Romo,25/08/1995
16/07/2016,Babette Mitchell,27/08/1995
16/07/2016,Coleen Boender,05/09/1995
16/07/2016,Sarah Wilds,08/09/1995
16/07/2016,Wendy Faison,10/09/1995
16/07/2016,Thomas Adkins,14/09/1995
16/07/2016,Kathleen Benzi,15/09/1995
16/07/2016,Johnnie Plackett,23/09/1995
16/07/2016,Mark Dessert,24/09/1995
16/07/2016,Jim Turner,08/10/1995
16/07/2016,Ricardo Hedman,07/11/1995
16/07/2016,Lynn Bernhart,13/11/1995
16/07/2016,Rafael Ellis,17/11/1995
16/07/2016,Jerry Carroll,19/11/1995
16/07/2016,Eula Wright,20/11/1995
16/07/2016,Ollie Rogers,25/11/1995
16/07/2016,Guillermo Johnson,10/12/1995
16/07/2016,Cecilia Slone,14/12/1995
16/07/2016,Vickie Leathers,15/12/1995
16/07/2016,Joseph Hirneise,18/12/1995
16/07/2016,Phillip Harris,23/12/1995
16/07/2016,Daniel Laster,31/12/1995
16/07/2016,Ronald Snook,03/01/1996
16/07/2016,Margaret Hickman,08/01/1996
16/07/2016,Errol Dietrick,11/01/1996
16/07/2016,Nicole Mcglone,13/01/1996
16/07/2016,Wes Carlson,13/01/1996
16/07/2016,John Gill,18/01/1996
16/07/2016,James Baker,21/01/1996
16/07/2016,Frances Schiavone,26/01/1996
16/07/2016,Tristan Chen,01/02/1996
16/07/2016,John Davis,05/02/1996
16/07/2016,Helen Coleman,09/02/1996
16/07/2016,Samantha Vazquez,19/02/1996
16/07/2016,Frances Robinson,25/02/1996
16/07/2016,Toby Baker,29/02/1996
16/07/2016,Haley Fundora,02/03/1996
16/07/2016,Linda Gomez,08/03/1996
16/07/2016,Cynthia Barrier,10/03/1996
16/07/2016,Janis Cook,13/03/1996
16/07/2016,Susan Brown,23/03/1996
16/07/2016,Herman Briggs,29/03/1996
16/07/2016,Robert Tweed,29/03/1996
16/07/2016,Gayla Marroquin,02/04/1996
16/07/2016,Dawn Burns,06/04/1996
16/07/2016,James Smith,10/04/1996
16/07/2016,Sharleen Johnson,17/04/1996
16/07/2016,Holly Walker,25/04/1996
16/07/2016,Joseph Smith,25/04/1996
16/07/2016,Henry Torres,02/05/1996
16/07/2016,Betty Young,15/05/1996
16/07/2016,Cynthia Dominquez,16/05/1996
16/07/2016,Stephanie Malinowski,18/05/1996
16/07/2016,Michelle Hampton,20/05/1996
16/07/2016,Michael Selfridge,22/05/1996
16/07/2016,Clayton Hudson,04/06/1996
16/07/2016,Jason Villegas,08/06/1996
16/07/2016,Lisa Hazelwood,14/06/1996
16/07/2016,Henry Brunson,21/06/1996
16/07/2016,Zoraida Hendrix,26/06/1996
16/07/2016,Doris Wilson,28/06/1996
16/07/2016,Justin Achenbach,29/06/1996
16/07/2016,Daniel Smalls,04/07/1996
16/07/2016,Sheila Burch,18/07/1996
16/07/2016,Laura Murphy,02/08/1996
16/07/2016,James Rainey,13/08/1996
16/07/2016,Cassidy Williams,14/08/1996
16/07/2016,Tasia Capehart,17/08/1996
16/07/2016,Lucia Davis,22/08/1996
16/07/2016,Leroy Gennaro,30/08/1996
16/07/2016,Michael Walden,03/09/1996
16/07/2016,Janet Greene,06/09/1996
16/07/2016,Arthur Freund,07/09/1996
16/07/2016,Lucy Watson,11/09/1996
16/07/2016,Libby Locke,13/09/1996
16/07/2016,Lisa Clark,22/09/1996
16/07/2016,Woodrow Johnston,28/09/1996
16/07/2016,Jenni Ager,01/10/1996
16/07/2016,Sanford Huffman,02/10/1996
16/07/2016,Charles Ramos,07/10/1996
16/07/2016,Debra Kelley,12/10/1996
16/07/2016,Jane Burton,18/10/1996
16/07/2016,Patrick Gaff,18/10/1996
16/07/2016,Tracy Strope,03/11/1996
16/07/2016,Shawn Niebaum,06/11/1996
16/07/2016,Willie Gould,08/11/1996
16/07/2016,Valeria Vickers,12/11/1996
16/07/2016,Christine Victoria,26/11/1996
16/07/2016,Owen Wessel,04/12/1996
16/07/2016,Marcus Cox,05/12/1996
16/07/2016,Adam Dorsette,07/12/1996
16/07/2016,Christi Macpartland,11/12/1996
16/07/2016,Patrick Meehan,22/12/1996
16/07/2016,Shelly Wurth,24/12/1996
16/07/2016,Daniel Cortez,28/12/1996
16/07/2016,Gary Arnold,30/12/1996
16/07/2016,William Bench,04/01/1997
16/07/2016,Gerry Jenkins,06/01/1997
16/07/2016,Gerald Butts,17/01/1997
16/07/2016,Lillian Mcnair,19/01/1997
16/07/2016,Rusty Slaton,23/01/1997
16/07/2016,Earl Weber,24/01/1997
16/07/2016,Eugene Velo,25/01/1997
16/07/2016,George Combs,14/02/1997
16/07/2016,Katrina Beasley,06/03/1997
16/07/2016,Leslie Casey,07/03/1997
16/07/2016,Bryant Ahearn,08/03/1997
16/07/2016,Victor Worthy,14/03/1997
16/07/2016,Robin Wilson,22/03/1997
16/07/2016,Joan Gatewood,29/03/1997
16/07/2016,Dean Jennings,30/03/1997
16/07/2016,Shirley Saucedo,02/04/1997
16/07/2016,Jeanette Stupar,10/04/1997
16/07/2016,Linda Holstine,10/04/1997
16/07/2016,Roger Williams,10/04/1997
16/07/2016,Melissa Balser,11/04/1997
16/07/2016,David Phillips,12/04/1997
16/07/2016,Donna Riess,01/05/1997
16/07/2016,Phillis Mclain,05/05/1997
16/07/2016,Jean Ketchum,06/05/1997
16/07/2016,Charles Crandall,12/05/1997
16/07/2016,Natasha Temple,12/05/1997
16/07/2016,Leonard Poole,14/05/1997
16/07/2016,Jean Vayner,15/05/1997
16/07/2016,Lisa Gustavson,22/05/1997
16/07/2016,Christopher Mather,02/06/1997
16/07/2016,Karl Shephard,05/06/1997
16/07/2016,Richard Hayhoe,05/06/1997
16/07/2016,Chester Garske,08/06/1997
16/07/2016,Joseph Franklin,08/06/1997
16/07/2016,Sheila Wolfe,18/06/1997
16/07/2016,Jack Miranda,24/06/1997
16/07/2016,Nathaniel Malpass,02/07/1997
16/07/2016,Michael Alvarado,05/07/1997
16/07/2016,Teresa Bahlmann,09/07/1997
16/07/2016,Russell Jordan,11/07/1997
16/07/2016,Esther Swain,12/07/1997
16/07/2016,Frances Saleado,20/07/1997
16/07/2016,Thomas Harbert,21/07/1997
16/07/2016,Olin Holladay,25/07/1997
16/07/2016,Ricky Ruiz,27/07/1997
16/07/2016,Raymond Shannon,06/08/1997
16/07/2016,Kenneth Towns,16/08/1997
16/07/2016,Jerome May,04/09/1997
16/07/2016,Lucille Bell,07/09/1997
16/07/2016,Sharon Barton,08/09/1997
16/07/2016,Melissa Cashman,16/09/1997
16/07/2016,Keith Sharp,23/09/1997
16/07/2016,Barry Lynn,24/09/1997
16/07/2016,Daniel Guzman,04/10/1997
16/07/2016,Louis Timchula,07/10/1997
16/07/2016,April Jones,13/10/1997
16/07/2016,Lisa Sing,23/10/1997
16/07/2016,Ana Coleman,05/11/1997
16/07/2016,Stephanie Dolphin,08/11/1997
16/07/2016,Joseph Holt,11/11/1997
16/07/2016,Ramon Copper,12/11/1997
16/07/2016,Emanuel Furman,25/11/1997
17/07/2016,Melvin Jones,08/07/1992
17/07/2016,Charlotte Samuels,04/08/1992
17/07/2016,Joyce Williams,26/09/1992
17/07/2016,Joann Bright,26/02/1993
17/07/2016,Donald Hammond,15/03/1993
17/07/2016,William Rasmussen,17/03/1993
17/07/2016,Laura Fantauzzi,31/03/1993
17/07/2016,Heather Koehl,02/04/1993
17/07/2016,Dale Kirkwood,22/05/1993
17/07/2016,Patricia Whitley,08/06/1993
17/07/2016,John Velis,17/06/1993
17/07/2016,Nellie Jaynes,02/08/1993
17/07/2016,Judith Sanders,26/08/1993
17/07/2016,Allison Larsen,16/10/1993
17/07/2016,Joseph Kelly,01/11/1993
17/07/2016,Valentine Aiello,05/11/1993
17/07/2016,Marion Marceau,20/11/1993
17/07/2016,Karen Keeney,25/12/1993
17/07/2016,Pearlie Malinowski,29/01/1994
17/07/2016,Timothy Carroll,04/03/1994
17/07/2016,John Bona,22/03/1994
17/07/2016,Antonio Woosley,26/03/1994
17/07/2016,Laura Sotelo,06/04/1994
17/07/2016,Mary Laura,09/04/1994
17/07/2016,David Mccarthy,25/04/1994
17/07/2016,Maria Troutman,25/04/1994
17/07/2016,William Nork,21/06/1994
17/07/2016,Carey Hamilton,10/07/1994
17/07/2016,Vincent Greene,29/07/1994
17/07/2016,Larry Reeder,07/08/1994
17/07/2016,Tabitha Bower,21/08/1994
17/07/2016,Ruby Stott,31/08/1994
17/07/2016,Elease Dicus,24/09/1994
17/07/2016,Joann Dimick,09/10/1994
17/07/2016,Michael Tade,17/11/1994
17/07/2016,Peter Giannetti,18/11/1994
17/07/2016,Kirby Roberts,26/11/1994
17/07/2016,Wai Houlahan,11/12/1994
17/07/2016,Aaron Nelson,12/12/1994
17/07/2016,Claudia Hughes,13/12/1994
17/07/2016,Barbara Mchale,19/12/1994
17/07/2016,Russell Segura,30/12/1994
17/07/2016,Carl Dowling,09/01/1995
17/07/2016,Judith Wyatt,16/01/1995
17/07/2016,Daniel Reed,22/01/1995
17/07/2016,Gary Hansberger,08/02/1995
17/07/2016,Samuel Zubiate,09/03/1995
17/07/2016,Phyllis Romero,24/03/1995
17/07/2016,David Schaefer,26/03/1995
17/07/2016,Luz Connelly,26/03/1995
17/07/2016,Dorothy Elkins,12/04/1995
17/07/2016,Byron Wafford,21/05/1995
17/07/2016,Walter Chesnutt,24/05/1995
17/07/2016,Nicholas Acosta,05/06/1995
17/07/2016,Anita Ullrich,16/06/1995
17/07/2016,Brenda Miller,03/07/1995
17/07/2016,Karla Breaux,10/07/1995
17/07/2016,Adrienne Ruck,13/07/1995
17/07/2016,Deborah Rosenfeld,14/07/1995
17/07/2016,Robert Haine,14/07/1995
17/07/2016,Ronald Stovall,18/07/1995
17/07/2016,Margaret Magallanes,07/08/1995
17/07/2016,Thomas Cole,11/08/1995
17/07/2016,Amy Challenger,16/08/1995
17/07/2016,Peter Romo,25/08/1995
17/07/2016,Coleen Boender,05/09/1995
17/07/2016,Marcia Coleman,08/09/1995
17/07/2016,Sarah Wilds,08/09/1995
17/07/2016,Wendy Faison,10/09/1995
17/07/2016,Kathleen Benzi,15/09/1995
17/07/2016,Kenneth Caldeira,15/09/1995
17/07/2016,Darlene Cunha,06/10/1995
17/07/2016,Rena Eades,16/10/1995
17/07/2016,Jerry Fritz,19/10/1995
17/07/2016,Ivan Huertas,16/11/1995
17/07/2016,Dawn Douglas,10/12/1995
17/07/2016,Hulda Nogle,13/12/1995
17/07/2016,Joseph Hirneise,18/12/1995
17/07/2016,John Maynard,23/12/1995
17/07/2016,Johnie Johnson,28/12/1995
17/07/2016,Elizabeth Wolley,29/12/1995
17/07/2016,Susan Hart,13/01/1996
17/07/2016,Wes Carlson,13/01/1996
17/07/2016,Jeffery Rosenthal,30/01/1996
17/07/2016,Tristan Chen,01/02/1996
17/07/2016,Steven Jones,03/02/1996
17/07/2016,James Honor,09/02/1996
17/07/2016,Arlena Raven,11/02/1996
17/07/2016,Julia Lewis,13/02/1996
17/07/2016,Arthur Wall,29/02/1996
17/07/2016,Toby Baker,29/02/1996
17/07/2016,Donna Hull,08/03/1996
17/07/2016,Cynthia Barrier,10/03/1996
17/07/2016,Robert Tweed,29/03/1996
17/07/2016,Katherine Gore,30/03/1996
17/07/2016,Gayla Marroquin,02/04/1996
17/07/2016,Jean Goldsmith,02/04/1996
17/07/2016,Angelo Kessler,05/04/1996
17/07/2016,Cheryl Robinson,05/04/1996
17/07/2016,James Smith,10/04/1996
17/07/2016,Freddie Longoria,20/04/1996
17/07/2016,Henry Torres,02/05/1996
17/07/2016,Roger Ballance,16/05/1996
17/07/2016,Michael Selfridge,22/05/1996
17/07/2016,Troy Gilmore,24/05/1996
17/07/2016,John Vildosola,29/05/1996
17/07/2016,Jennifer Savage,31/05/1996
17/07/2016,Jason Villegas,08/06/1996
17/07/2016,Lisa Hazelwood,14/06/1996
17/07/2016,Henry Brunson,21/06/1996
17/07/2016,Laura Ingram,22/06/1996
17/07/2016,Doris Wilson,28/06/1996
17/07/2016,Jill Marshall,29/06/1996
17/07/2016,Carl Uson,03/07/1996
17/07/2016,Daniel Smalls,04/07/1996
17/07/2016,Mary Murray,17/07/1996
17/07/2016,Paul Ollendick,25/07/1996
17/07/2016,Russell Osborn,27/07/1996
17/07/2016,Myra Segura,28/07/1996
17/07/2016,Melanie Cooke,31/07/1996
17/07/2016,Michelle Moore,13/08/1996
17/07/2016,Cassidy Williams,14/08/1996
17/07/2016,Edith Alexander,18/08/1996
17/07/2016,Lucia Davis,22/08/1996
17/07/2016,Stephen Moskovitz,27/08/1996
17/07/2016,Leroy Gennaro,30/08/1996
17/07/2016,Maude Faulkner,02/09/1996
17/07/2016,Arthur Freund,07/09/1996
17/07/2016,Keith Hayward,09/09/1996
17/07/2016,Randy Breen,12/09/1996
17/07/2016,Matthew Hopper,15/09/1996
17/07/2016,Brittany Calvert,18/09/1996
17/07/2016,James Szymanski,19/09/1996
17/07/2016,Justin Godoy,30/09/1996
17/07/2016,Benjamin Kave,01/10/1996
17/07/2016,Sanford Huffman,02/10/1996
17/07/2016,Amy Keena,03/10/1996
17/07/2016,Fred Aderholt,25/10/1996
17/07/2016,Alan Shoemake,28/10/1996
17/07/2016,Craig Burks,04/11/1996
17/07/2016,Shawn Niebaum,06/11/1996
17/07/2016,Susan Medina,17/11/1996
17/07/2016,Christine Victoria,26/11/1996
17/07/2016,Suzanne Larson,02/12/1996
17/07/2016,Owen Wessel,04/12/1996
17/07/2016,Keith Rains,15/12/1996
17/07/2016,Olivia Aspinall,24/12/1996
17/07/2016,Samuel Fierro,02/01/1997
17/07/2016,Sean Cole,05/01/1997
17/07/2016,Jeanette Kiser,16/01/1997
17/07/2016,Jeanine Jones,16/01/1997
17/07/2016,Lillian Mcnair,19/01/1997
17/07/2016,Hannah Toomey,28/01/1997
17/07/2016,Linda Vasquez,28/01/1997
17/07/2016,David Graves,03/02/1997
17/07/2016,Nadine Benton,26/02/1997
17/07/2016,Katrina Beasley,06/03/1997
17/07/2016,Pamela Saltzman,06/03/1997
17/07/2016,Leslie Casey,07/03/1997
17/07/2016,Bryant Ahearn,08/03/1997
17/07/2016,Harry Poe,20/03/1997
17/07/2016,Mark Powers,23/03/1997
17/07/2016,Mary Vanauker,24/03/1997
17/07/2016,Diane Hayes,27/03/1997
17/07/2016,Kim Palmer,27/03/1997
17/07/2016,Dean Jennings,30/03/1997
17/07/2016,Louis Rowland,01/04/1997
17/07/2016,Kendall Burgos,05/04/1997
17/07/2016,Thomas Mann,05/04/1997
17/07/2016,Jeffrey Piro,07/04/1997
17/07/2016,Linda Holstine,10/04/1997
17/07/2016,Dwight Roland,12/04/1997
17/07/2016,Robert Zohn,22/04/1997
17/07/2016,Sammy Bliss,24/04/1997
17/07/2016,Phillis Mclain,05/05/1997
17/07/2016,Thomas Vanderwal,06/05/1997
17/07/2016,Jennifer Chung,12/05/1997
17/07/2016,Shirley Hatfield,12/05/1997
17/07/2016,Leonard Poole,14/05/1997
17/07/2016,Lawrence Olsen,15/05/1997
17/07/2016,Bruce Killeen,23/05/1997
17/07/2016,Polly Mujalli,28/05/1997
17/07/2016,Alicia Turnage,02/06/1997
17/07/2016,Dan Ragusa,07/06/1997
17/07/2016,Chester Garske,08/06/1997
17/07/2016,Megan Faines,18/06/1997
17/07/2016,Fred Barnette,19/06/1997
17/07/2016,Sandy Alexander,19/06/1997
17/07/2016,Beverly Pimentel,20/06/1997
17/07/2016,Kim Rutledge,20/06/1997
17/07/2016,Deborah Peralez,08/07/1997
17/07/2016,Charles Betts,18/07/1997
17/07/2016,Morris Thompson,18/07/1997
17/07/2016,Laura Ortiz,23/07/1997
17/07/2016,Ricky Ruiz,27/07/1997
17/07/2016,Barbara Grams,03/08/1997
17/07/2016,Cheryl Burton,17/08/1997
17/07/2016,Heather Baxter,21/08/1997
17/07/2016,Donald Reddout,29/08/1997
17/07/2016,Lucille Bell,07/09/1997
17/07/2016,Melissa Cashman,16/09/1997
17/07/2016,Barry Lynn,24/09/1997
17/07/2016,Jennifer Bell,02/10/1997
17/07/2016,Daniel Harris,07/10/1997
17/07/2016,Louis Timchula,07/10/1997
17/07/2016,Kathryn Dean,11/10/1997
17/07/2016,Megan Lenoir,12/10/1997
17/07/2016,April Jones,13/10/1997
17/07/2016,Donna Dengler,25/10/1997
17/07/2016,Stephanie Dolphin,08/11/1997
17/07/2016,Emanuel Furman,25/11/1997
18/07/2016,Amanda Darroch,21/10/1990
18/07/2016,James Borders,31/12/1990
18/07/2016,Spencer Spencer,13/10/1991
18/07/2016,Frances Bateman,06/05/1992
18/07/2016,Charlotte Samuels,04/08/1992
18/07/2016,Joyce Williams,26/09/1992
18/07/2016,Darrell Wilson,19/01/1993
18/07/2016,William Rasmussen,17/03/1993
18/07/2016,Laura Fantauzzi,31/03/1993
18/07/2016,Dale Kirkwood,22/05/1993
18/07/2016,Geraldine Arreola,27/05/1993
18/07/2016,Patricia Whitley,08/06/1993
18/07/2016,Gilbert Mackay,18/08/1993
18/07/2016,Judith Sanders,26/08/1993
18/07/2016,Chris Macmillan,01/09/1993
18/07/2016,Phyllis Howlett,06/09/1993
18/07/2016,Georgia Stabler,18/09/1993
18/07/2016,Valentine Aiello,05/11/1993
18/07/2016,Marion Marceau,20/11/1993
18/07/2016,Karen Keeney,25/12/1993
18/07/2016,Lettie Bloom,15/03/1994
18/07/2016,Mary Laura,09/04/1994
18/07/2016,Franklin Olson,29/04/1994
18/07/2016,Christina Trujillo,01/07/1994
18/07/2016,Carey Hamilton,10/07/1994
18/07/2016,Debbie Mcneil,12/07/1994
18/07/2016,Janice Mcnatt,28/08/1994
18/07/2016,Emelda Clay,29/08/1994
18/07/2016,James Gantt,10/09/1994
18/07/2016,Domingo Gonzales,14/09/1994
18/07/2016,Robert Featherston,08/10/1994
18/07/2016,Joann Dimick,09/10/1994
18/07/2016,Michael Tade,17/11/1994
18/07/2016,Roberto Fitzgerald,23/11/1994
18/07/2016,Kirby Roberts,26/11/1994
18/07/2016,Wai Houlahan,11/12/1994
18/07/2016,Barbara Mchale,19/12/1994
18/07/2016,Anna Morris,15/02/1995
18/07/2016,Caleb Jobe,02/03/1995
18/07/2016,Adrian Whapham,11/03/1995
18/07/2016,Elisha Bernstein,23/04/1995
18/07/2016,Lyle Hemenway,03/05/1995
18/07/2016,Zofia Treinen,06/05/1995
18/07/2016,Fredrick Acevedo,07/05/1995
18/07/2016,Anita Ullrich,16/06/1995
18/07/2016,Michael Schmidtke,23/06/1995
18/07/2016,Beatriz Wells,01/07/1995
18/07/2016,Karla Breaux,10/07/1995
18/07/2016,Adrienne Ruck,13/07/1995
18/07/2016,Robert Haine,14/07/1995
18/07/2016,Ronald Stovall,18/07/1995
18/07/2016,Douglas Medina,19/07/1995
18/07/2016,Cecilia Brake,21/07/1995
18/07/2016,Margaret Magallanes,07/08/1995
18/07/2016,Kathryn Chapman,18/08/1995
18/07/2016,Peter Romo,25/08/1995
18/07/2016,Tom Jackson,29/08/1995
18/07/2016,Coleen Boender,05/09/1995
18/07/2016,Wendy Faison,10/09/1995
18/07/2016,Kathleen Benzi,15/09/1995
18/07/2016,John Ramirez,29/09/1995
18/07/2016,Darlene Cunha,06/10/1995
18/07/2016,Wayne Roop,09/10/1995
18/07/2016,Ricardo Hedman,07/11/1995
18/07/2016,Jerry Carroll,19/11/1995
18/07/2016,Guillermo Johnson,10/12/1995
18/07/2016,Hulda Nogle,13/12/1995
18/07/2016,Cecilia Slone,14/12/1995
18/07/2016,Joseph Hirneise,18/12/1995
18/07/2016,Johnie Johnson,28/12/1995
18/07/2016,Daniel Laster,31/12/1995
18/07/2016,Errol Dietrick,11/01/1996
18/07/2016,Wes Carlson,13/01/1996
18/07/2016,Jeffery Rosenthal,30/01/1996
18/07/2016,Kelsey Hardiman,08/02/1996
18/07/2016,Arlena Raven,11/02/1996
18/07/2016,Samantha Vazquez,19/02/1996
18/07/2016,Francis Bunting,24/02/1996
18/07/2016,Kathryn Starr,11/03/1996
18/07/2016,Benny Wene,18/03/1996
18/07/2016,Jerry Beavers,28/03/1996
18/07/2016,Jennifer Thornbury,02/04/1996
18/07/2016,Cheryl Robinson,05/04/1996
18/07/2016,Patricia Nelson,06/04/1996
18/07/2016,Adam Johnson,11/04/1996
18/07/2016,Sharleen Johnson,17/04/1996
18/07/2016,Pete Bobb,22/04/1996
18/07/2016,James Hemingway,10/05/1996
18/07/2016,Betty Young,15/05/1996
18/07/2016,Roger Ballance,16/05/1996
18/07/2016,Michael Selfridge,22/05/1996
18/07/2016,Kimberly Fletcher,23/05/1996
18/07/2016,Jennifer Savage,31/05/1996
18/07/2016,Larry Coffman,03/06/1996
18/07/2016,Clayton Hudson,04/06/1996
18/07/2016,Jason Villegas,08/06/1996
